,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Airport ID_x,Name_x,City,Country,IATA_x,ICAO_x,source_latitude,source_longitude,Altitude,TimeZone_x,DST_x,Tz Database Time Zone_x,Continent,Airport ID_y,Name_y,Destination City,Destination Country,IATA_y,ICAO_y,destination_latitude,destination_longitude,Destination Altitude,TimeZone_y,DST_y,Tz Database Time Zone_y,Destination Continent,Routes
52561,JL,2987,PVG,3406,KMG,3382,Y,0.0,738,3406.0,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14340019,121.8050003,13.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,42
52567,MU,1758,SJW,6347,KMG,3382,Y,0.0,737,6347.0,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28070068,114.6969986,233.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,9
52572,CA,751,SZX,3374,KMG,3382,Y,0.0,738,3374.0,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.63929939,113.810997,13.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,39
52583,CA,751,TNA,4108,KMG,3382,Y,0.0,738,4108.0,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.85720062,117.2160034,76.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,38
52586,ZH,4611,TNA,4108,KMG,3382,Y,0.0,738,4108.0,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.85720062,117.2160034,76.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,38
52589,ZH,4611,TSN,3368,KMG,3382,Y,0.0,737,3368.0,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.12440109,117.3460007,10.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,23
52591,CA,751,TYN,3369,KMG,3382,Y,0.0,320,3369.0,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.74689865,112.6279984,2575.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,19
52597,ZH,4611,WNZ,6392,KMG,3382,Y,0.0,737,6392.0,Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ,27.912201,120.851997,0.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,15
52599,CA,751,WUH,3376,KMG,3382,Y,0.0,738,3376.0,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.7838,114.208,113.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,20
52615,ZH,4611,XIY,3379,KMG,3382,Y,0.0,738,3379.0,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.447102,108.751999,1572.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,34
52617,CA,751,XMN,3383,KMG,3382,Y,0.0,738,3383.0,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54400063,118.1279984,59.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,55
52623,ZH,4611,XMN,3383,KMG,3382,Y,0.0,738,3383.0,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54400063,118.1279984,59.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,55
52665,ZH,4611,DAX,6397,KMG,3382,Y,0.0,737,6397.0,Dachuan Airport,Dazhou,China,DAX,ZUDX,31.1302,107.4295,0.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,4
52669,ZH,4611,YCU,6430,KMG,3382,Y,0.0,737,6430.0,Yuncheng Guangong Airport,Yuncheng,China,YCU,ZBYC,35.116391,111.0313889,1242.0,8,N,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,11
52672,CZ,1767,BSD,7505,KMG,3382,Y,0.0,733,7505.0,Baoshan Yunduan Airport,Baoshan,China,BSD,ZPBS,25.053301,99.168297,5453.0,8,U,Asia/Shanghai,Asia,3382.0,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903.0,8,N,Asia/Shanghai,Asia,1
52686,FM,4609,HKG,3077,NGB,3387,Y,0.0,320,3077.0,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.308901,113.915001,28.0,8,U,Asia/Hong_Kong,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,22
52692,AE,3392,TPE,2276,NGB,3387,Y,0.0,320 333 343,2276.0,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106.0,8,U,Asia/Taipei,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,32
52693,B7,9082,TPE,2276,NGB,3387,Y,0.0,332,2276.0,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106.0,8,U,Asia/Taipei,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,32
52699,CZ,1767,CGQ,4380,NGB,3387,Y,0.0,737,4380.0,Longjia Airport,Changchun,China,CGQ,ZYCC,43.99620056,125.6849976,706.0,8,U,Asia/Shanghai,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,8
52711,ZH,4611,CTU,3395,NGB,3387,Y,0.0,319,3395.0,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.57850075,103.9469986,1625.0,8,U,Asia/Shanghai,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,64
52723,CA,751,KWL,3372,NGB,3387,Y,0.0,738,3372.0,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.21809959,110.0390015,570.0,8,U,Asia/Shanghai,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,17
52732,ZH,4611,PEK,3364,NGB,3387,Y,0.0,737,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,97
52741,CA,751,TAO,3390,NGB,3387,Y,0.0,738,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,47
52751,CZ,1767,XMN,3383,NGB,3387,Y,0.0,737,3383.0,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54400063,118.1279984,59.0,8,U,Asia/Shanghai,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,55
52759,BR,2091,KHH,2264,NGB,3387,Y,0.0,M90,2264.0,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075,120.3499985,31.0,8,U,Asia/Taipei,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,11
52765,MU,1758,NAY,6341,NGB,3387,Y,0.0,737,6341.0,Beijing Nanyuan Airport,Beijing,China,NAY,ZBNY,39.78279877,116.3880005,0.0,8,U,Asia/Shanghai,Asia,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,40
52776,MH,3378,KUL,3304,USM,3177,Y,0.0,319,3304.0,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.745579958,101.7099991,69.0,8,N,Asia/Kuala_Lumpur,Asia,3177.0,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789574,100.0619965,64.0,7,U,Asia/Bangkok,Asia,21
52779,MH,3378,PEN,3308,USM,3177,Y,0.0,AT7,3308.0,Penang International Airport,Penang,Malaysia,PEN,WMKP,5.297140121,100.2770004,11.0,8,N,Asia/Kuala_Lumpur,Asia,3177.0,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789574,100.0619965,64.0,7,U,Asia/Bangkok,Asia,10
52782,QF,4089,SIN,3316,USM,3177,Y,0.0,319,3316.0,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22.0,8,N,Asia/Singapore,Asia,3177.0,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789574,100.0619965,64.0,7,U,Asia/Bangkok,Asia,77
52783,SQ,4435,SIN,3316,USM,3177,Y,0.0,319,3316.0,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22.0,8,N,Asia/Singapore,Asia,3177.0,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789574,100.0619965,64.0,7,U,Asia/Bangkok,Asia,77
52787,MH,3378,SZB,3408,USM,3177,Y,0.0,AT7,3408.0,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.130579948,101.5490036,90.0,8,N,Asia/Kuala_Lumpur,Asia,3177.0,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789574,100.0619965,64.0,7,U,Asia/Bangkok,Asia,11
52803,KL,3090,HGH,3386,TAO,3390,Y,0.0,738,3386.0,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.22949982,120.4339981,23.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,54
52807,ZH,4611,HGH,3386,TAO,3390,Y,0.0,319,3386.0,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.22949982,120.4339981,23.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,54
52810,CA,751,KIX,3992,TAO,3390,Y,0.0,763,3992.0,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.4272995,135.2440033,26.0,9,U,Asia/Tokyo,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,29
52811,JL,2987,KIX,3992,TAO,3390,Y,0.0,320,3992.0,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.4272995,135.2440033,26.0,9,U,Asia/Tokyo,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,29
52814,SC,4599,KIX,3992,TAO,3390,Y,0.0,763,3992.0,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.4272995,135.2440033,26.0,9,U,Asia/Tokyo,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,29
52816,B7,9082,TPE,2276,TAO,3390,Y,0.0,74E 738,2276.0,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106.0,8,U,Asia/Taipei,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,32
52820,CA,751,CAN,3370,TAO,3390,Y,0.0,738,3370.0,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39240074,113.2990036,50.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,47
52825,CA,751,CGO,3375,TAO,3390,Y,0.0,738,3375.0,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.5196991,113.8410034,495.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,24
52834,ZH,4611,CGQ,4380,TAO,3390,Y,0.0,319,4380.0,Longjia Airport,Changchun,China,CGQ,ZYCC,43.99620056,125.6849976,706.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,8
52835,CA,751,CKG,3393,TAO,3390,Y,0.0,738,3393.0,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.71920013,106.6419983,1365.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,38
52846,ZH,4611,CTU,3395,TAO,3390,Y,0.0,320,3395.0,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.57850075,103.9469986,1625.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,64
52847,CA,751,DLC,3404,TAO,3390,Y,0.0,738 CR2,3404.0,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.96569824,121.5390015,107.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,17
52848,CZ,1767,DLC,3404,TAO,3390,Y,0.0,737,3404.0,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.96569824,121.5390015,107.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,17
52852,CZ,1767,FOC,3385,TAO,3390,Y,0.0,737,3385.0,Fuzhou Changle International Airport,Fuzhou,China,FOC,ZSFZ,25.93510056,119.663002,46.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,33
52856,CA,751,HFE,3389,TAO,3390,Y,0.0,738,3389.0,Hefei Luogang International Airport,Hefei,China,HFE,ZSOF,31.78000069,117.2979965,108.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,8
52860,CA,751,HRB,3400,TAO,3390,Y,0.0,738,3400.0,Taiping Airport,Harbin,China,HRB,ZYHB,45.62340164,126.25,457.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,18
52872,CA,751,KHN,3384,TAO,3390,Y,0.0,320 737,3384.0,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.86499977,115.9000015,143.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,12
52879,CA,751,NGB,3387,TAO,3390,Y,0.0,738,3387.0,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.82670021,121.461998,13.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,11
52884,CA,751,NKG,3388,TAO,3390,Y,0.0,738,3388.0,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.74200058,118.8619995,49.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,21
52891,ZH,4611,PEK,3364,TAO,3390,Y,0.0,320 737,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,97
52893,CA,751,PVG,3406,TAO,3390,Y,0.0,738,3406.0,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14340019,121.8050003,13.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,42
52899,CA,751,SHE,4144,TAO,3390,Y,0.0,738 343,4144.0,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.63980103,123.4830017,198.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,27
52907,CA,751,SJW,6347,TAO,3390,Y,0.0,738,6347.0,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28070068,114.6969986,233.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,9
52911,CA,751,SZX,3374,TAO,3390,Y,0.0,320 738,3374.0,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.63929939,113.810997,13.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,39
52915,CA,751,TSN,3368,TAO,3390,Y,0.0,738 CR7,3368.0,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.12440109,117.3460007,10.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,23
52918,CA,751,TYN,3369,TAO,3390,Y,0.0,738,3369.0,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.74689865,112.6279984,2575.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,19
52922,CA,751,WNZ,6392,TAO,3390,Y,0.0,738,6392.0,Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ,27.912201,120.851997,0.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,15
52927,CA,751,WUH,3376,TAO,3390,Y,0.0,738,3376.0,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.7838,114.208,113.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,20
52933,CA,751,XIY,3379,TAO,3390,Y,0.0,737 738,3379.0,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.447102,108.751999,1572.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,34
52940,CA,751,XMN,3383,TAO,3390,Y,0.0,738,3383.0,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54400063,118.1279984,59.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,55
52944,JL,2987,NGO,3942,TAO,3390,Y,0.0,321,3942.0,Chubu Centrair International Airport,Nagoya,Japan,NGO,RJGG,34.85839844,136.8049927,15.0,9,U,Asia/Tokyo,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,17
52946,CA,751,NRT,2279,TAO,3390,Y,0.0,763,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,37
52948,SC,4599,NRT,2279,TAO,3390,Y,0.0,763,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,37
52950,FM,4609,PUS,2372,TAO,3390,Y,0.0,737,2372.0,Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.17950058,128.9380035,6.0,9,U,Asia/Seoul,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,14
52952,MU,1758,PUS,2372,TAO,3390,Y,0.0,73H,2372.0,Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.17950058,128.9380035,6.0,9,U,Asia/Seoul,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,14
52953,OZ,28,PUS,2372,TAO,3390,Y,0.0,734,2372.0,Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.17950058,128.9380035,6.0,9,U,Asia/Seoul,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,14
52954,JL,2987,FUK,2305,TAO,3390,Y,0.0,319,2305.0,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.58589935,130.451004,32.0,9,U,Asia/Tokyo,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,20
52957,CA,751,SHA,3391,TAO,3390,Y,0.0,738,3391.0,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.19790077,121.3359985,10.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,28
52965,MU,1758,JMU,6411,TAO,3390,Y,0.0,737,6411.0,Jiamusi Airport,Jiamusi,China,JMU,ZYJM,46.84339905,130.4649963,262.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,2
52967,MU,1758,JXA,8417,TAO,3390,Y,0.0,737,8417.0,Jixi Xingkaihu Airport,Jixi,China,JXA,ZYJX,45.293,131.193,760.0,8,N,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,1
52970,MU,1758,DDG,6433,TAO,3390,Y,0.0,737,6433.0,Dandong Airport,Dandong,China,DDG,ZYDD,40.0247,124.286003,30.0,8,N,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,2
52973,CA,751,JNZ,6412,TAO,3390,Y,0.0,CR7,6412.0,Jinzhou Airport,Jinzhou,China,JNZ,ZYJZ,41.10139847,121.0619965,0.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,2
52977,MU,1758,NDG,6413,TAO,3390,Y,0.0,737,6413.0,Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,ZYQQ,47.23960114,123.9179993,477.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,3
52978,CA,751,WUS,6391,TAO,3390,Y,0.0,738,6391.0,Nanping Wuyishan Airport,Wuyishan,China,WUS,ZSWY,27.7019,118.000999,614.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,5
52980,CA,751,YCU,6430,TAO,3390,Y,0.0,738,6430.0,Yuncheng Guangong Airport,Yuncheng,China,YCU,ZBYC,35.116391,111.0313889,1242.0,8,N,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,11
52982,CA,751,YNJ,6414,TAO,3390,Y,0.0,737,6414.0,Yanji Chaoyangchuan Airport,Yanji,China,YNJ,ZYYJ,42.88280106,129.451004,624.0,8,U,Asia/Shanghai,Asia,3390.0,Liuting Airport,Qingdao,China,TAO,ZSQD,36.26610184,120.3740005,33.0,8,U,Asia/Shanghai,Asia,2
52987,CA,751,HGH,3386,TNA,4108,Y,0.0,738,3386.0,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.22949982,120.4339981,23.0,8,U,Asia/Shanghai,Asia,4108.0,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.85720062,117.2160034,76.0,8,U,Asia/Shanghai,Asia,54
52988,CZ,1767,HGH,3386,TNA,4108,Y,0.0,737,3386.0,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.22949982,120.4339981,23.0,8,U,Asia/Shanghai,Asia,4108.0,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.85720062,117.2160034,76.0,8,U,Asia/Shanghai,Asia,54
52992,CA,751,KIX,3992,TNA,4108,Y,0.0,738,3992.0,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.4272995,135.2440033,26.0,9,U,Asia/Tokyo,Asia,4108.0,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.85720062,117.2160034,76.0,8,U,Asia/Shanghai,Asia,29
